Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/kl	loss/step_size	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
561200	1.5	460.0	127160.75637747905	-168.28681788689204	91.61164667927156	1220.0	0.09757169331197642	9.24887409509839	0.0017997974474326384	-0.006610260620393049	-0.00046936501883987347	0.422855481505394	0.8789975792169571	1.301853060722351	0.000970060151303187	6.342653036117554	-0.2936398535966873	1840.0	0.0	333.04063900525364	1220.0	943.4250481128693	97.0864748954773	578.0413807424612	584.1593623161316	262.1792109012604	663.0916015874999	1527.0	561200.0
585600	1.5	480.0	129321.62926716266	-152.01069142574204	108.0436444841802	1220.0	0.08940207478682473	10.185422736378943	0.0005311059223709336	-0.007121782199418725	-0.0005892201263935082	0.36523959785699844	1.1080099046230316	1.4732494950294495	0.0009681239607743919	5.297284722328186	-0.41691354662179947	1920.0	0.0	333.04063900525364	1220.0	976.2526400089264	100.63345718383789	581.9138250713397	605.4802942276001	270.1388885974884	668.7838862901865	1526.0	585600.0
610000	1.5	500.0	131745.8576553516	-140.1646034783758	121.21141940944764	1220.0	0.08637633636146194	10.577244904382916	-0.002032370599078348	-0.006058691244602343	-0.0006988762853914476	0.28995487838983536	1.2848751842975616	1.5748300552368164	0.0009720236994326115	4.3164626359939575	-0.5401807874441147	2000.0	0.0	333.04063900525364	1220.0	1008.7772212028503	104.18158626556396	585.5161376071585	626.5882041454315	278.00743079185486	674.3344500466111	1525.0	610000.0
634400	1.5	520.0	134466.69962366697	-128.28290972991164	136.04209841576778	1220.0	0.07966641878272221	11.552340312012076	0.004259041547813425	-0.005587029977526026	-0.00010579608548966224	0.23963364958763123	1.4293443858623505	1.6689780354499817	0.0009686976845841855	28.031535148620605	-0.6635215878486633	2080.0	0.0	333.04063900525364	1220.0	1041.7020120620728	107.78157210350037	588.5978350647911	647.9900569915771	285.93038296699524	679.2869851184981	1524.0	634400.0
658800	1.5	540.0	137493.45549745287	-116.94527089813819	151.33779368929552	1220.0	0.07441281443845542	12.438545599253871	-0.00026672113505910033	-0.005980245766733727	-0.00046485439443277876	0.20214193686842918	1.5437575280666351	1.7458994388580322	0.0009708695579320192	7.198256015777588	-0.7868079841136932	2160.0	0.0	333.04063900525364	1220.0	1074.2195000648499	111.25697112083435	592.1426705788065	669.1077690124512	293.85475993156433	684.1387698880038	1523.0	658800.0
683200	1.5	560.0	140746.49914380905	-109.30394296246604	162.6521823178089	1220.0	0.07306357529204047	12.686710457337007	-0.003861945736618466	-0.006061013344919708	-0.0007250068870517101	0.1674324907362461	1.5644521117210388	1.7318845987319946	0.0009721243550302461	4.188538312911987	-0.910180389881134	2240.0	0.0	333.04063900525364	1220.0	1107.4361362457275	114.76759719848633	595.2899744153664	690.8179309368134	301.85060811042786	688.2458475572645	1522.0	683200.0
707600	1.5	580.0	144297.73129183703	-101.18437979765449	177.56160740139944	1220.0	0.067205583036557	13.879716160724954	0.002926896836639159	-0.0056331942267489055	-0.00018187830057825316	0.1454969085752964	1.5675434470176697	1.7130403816699982	0.0009686753910500556	16.126701831817627	-1.0335126221179962	2320.0	0.0	333.04063900525364	1220.0	1140.047485113144	118.26980113983154	598.2930496039286	712.0539391040802	309.7237448692322	692.5185498751622	1521.0	707600.0
732000	1.5	600.0	148239.1450678236	-89.77278223929098	197.07068879932928	1220.0	0.06092760620861996	15.412921206455035	-0.013939577650400992	0.004409551002871437	-0.000580641735544507	0.12385232746601105	1.5559095442295074	1.6797618865966797	0.0009325614519184455	5.058362901210785	-1.064268410205841	2400.0	0.0	333.04063900525364	1220.0	1172.971101284027	121.84971618652344	600.7400122947181	733.2794153690338	317.84196972846985	696.3991127743049	1520.0	732000.0
756400	1.5	620.0	151800.46466237397	-101.34485221423559	178.06597972751814	1220.0	0.07352908411188795	12.600060602935256	-0.006675742929266981	0.005468803179740522	-8.874517750223632e-05	0.14614497870206833	1.3304585814476013	1.4766035974025726	0.0008487644954584539	35.65892004966736	-0.9452440738677979	2480.0	0.0	333.04063900525364	1220.0	1205.4723989963531	125.35987305641174	603.3828700988084	754.4070153236389	325.7055106163025	700.2974059038538	1519.0	756400.0
780800	1.5	640.0	155044.1620268982	-109.40844790951022	162.1848682262116	1220.0	0.0776015083366465	11.886347461983036	-0.013844654054884664	0.007190355828917472	-0.000516383582807145	0.15385763347148895	1.159986674785614	1.3138442933559418	0.0009330250031780452	5.827751040458679	-0.8235314786434174	2560.0	0.0	333.04063900525364	1220.0	1238.1511731147766	128.89567589759827	605.7612053800083	775.4481363296509	333.80736088752747	703.8955425137092	1518.0	780800.0
805200	1.5	660.0	158040.83682256122	-118.01415884564751	149.83373978315063	1220.0	0.0810178570901858	11.342957909721562	-0.0015535620832052288	-0.007144089306124535	-0.0007046650821524447	0.18167682364583015	1.0280808210372925	1.2097576558589935	0.0009722727409098297	4.218839526176453	-0.7926733642816544	2640.0	0.0	333.04063900525364	1220.0	1270.7499561309814	132.4737298488617	607.8186225439918	796.6043565273285	341.67186975479126	707.3854143734287	1517.0	805200.0
829600	1.5	680.0	161353.09423485602	-107.71682422224373	165.61287061474044	1220.0	0.06760464062886538	13.791883969767403	-0.0016058858175052038	-0.0064332353002315434	-0.0005434818833141061	0.15102501958608627	0.9783559143543243	1.1293809413909912	0.0009722801623865962	5.58323609828949	-0.91611547768116	2720.0	0.0	333.04063900525364	1220.0	1303.1947121620178	136.0374870300293	609.8319059781454	817.6597993373871	349.49742579460144	710.7868435687268	1516.0	829600.0
854000	1.5	700.0	164908.96174041135	-100.7865703758926	177.79337527776673	1220.0	0.06609737756065807	14.129193273701249	-0.0045354316837808994	0.004292173831356827	-1.607870611408657e-05	0.132172092795372	0.9805794507265091	1.1127515137195587	0.0004381327235023491	161.39005661010742	-0.9628527164459229	2800.0	0.0	333.04063900525364	1220.0	1335.9486730098724	139.56061816215515	611.9204767406085	839.0282063484192	357.3598484992981	713.8152178464384	1515.0	854000.0
878400	1.5	720.0	168393.18429349762	-103.09063515637402	174.21112765431377	1220.0	0.07236735178188167	12.81838599005313	-0.0004189150443121292	-0.006641788401442472	-0.0005109644389350021	0.13052840530872345	0.89832703769207	1.0288554430007935	0.0009593706345185637	6.125778794288635	-0.9985668659210205	2880.0	0.0	333.04063900525364	1220.0	1368.8299190998077	143.10016226768494	613.8357819307389	860.1603312492371	365.56942558288574	716.6343111961396	1514.0	878400.0
902800	1.5	740.0	172098.39781425433	-97.17279204365315	185.2606760378353	1220.0	0.06423557049883881	14.56769858560028	-0.012778726437694843	0.0064795401535133745	-0.00040463180148064826	0.1159309484064579	0.857817217707634	0.9737481772899628	0.0008802731172181666	7.153146982192993	-1.0307151228189468	2960.0	0.0	333.04063900525364	1220.0	1403.0101492404938	146.6865062713623	615.462200953827	882.2270562648773	374.09658670425415	718.6046406532383	1513.0	902800.0
927200	1.5	760.0	175613.9503926187	-102.465497561649	175.7776289182173	1220.0	0.071044271621033	13.07573020572633	0.0021353282395475404	-0.0070881636171280515	-0.00035187059711355717	0.12832900136709213	0.771016925573349	0.8993459343910217	0.0009675648907432333	8.578264236450195	-1.002057060599327	3040.0	0.0	333.04063900525364	1220.0	1456.4266891479492	150.5299961566925	615.9569678290841	921.9167094230652	383.9799835681915	710.0102213109807	1512.0	927200.0
951600	1.5	780.0	179413.30498238895	-94.6771300746838	189.9677294885127	1220.0	0.061355417915232496	15.298479156014901	0.0030471034488090964	-0.00701268611475836	-0.00024330998934984915	0.10469164326786995	0.747476190328598	0.8521678298711777	0.0009274639305658638	12.581354141235352	-1.1237919330596924	3120.0	0.0	333.04063900525364	1220.0	1501.981584072113	154.62675309181213	615.4174364865387	948.6766564846039	398.678174495697	706.2727487366043	1511.0	951600.0
976000	1.5	800.0	183470.65078198916	-87.40906117068263	202.86728998001092	1220.0	0.059118821604485707	15.915086817700098	-0.007710244190214155	0.00566548088832608	-0.00012088399832377306	0.09002195484936237	0.7141704857349396	0.804192453622818	0.0007895011949585751	24.867602586746216	-1.1612039804458618	3200.0	0.0	333.04063900525364	1220.0	1542.317419052124	158.5788118839264	615.4668384792759	976.0707385540009	407.6678686141968	705.3355272043545	1510.0	976000.0
1000400	1.5	820.0	187271.22940080432	-93.77538534013891	190.02893094075856	1220.0	0.06632409263783036	14.077477282058037	0.0015474657400522673	-0.007143514926820138	-0.00037115287481022385	0.10032648965716362	0.643478125333786	0.7438046187162399	0.0009714575135149062	8.29621696472168	-1.1335079669952393	3280.0	0.0	333.04063900525364	1220.0	1597.7088031768799	165.15057373046875	605.7502419777761	1001.3012235164642	431.2570059299469	698.3311250018705	1509.0	1000400.0
1024800	1.5	840.0	191360.5981603603	-86.64662821185603	204.46843797779871	1220.0	0.057653876206266545	16.34488755660296	0.0006231676816614851	-0.0070213429465675326	-0.00036887961170772865	0.08667965419590473	0.6301538199186325	0.7168334573507309	0.0009706300188554451	8.06197214126587	-1.2568715810775757	3360.0	0.0	333.04063900525364	1220.0	1650.2298941612244	170.45493841171265	601.2146139906627	1034.2037997245789	445.57115602493286	692.5377375919535	1508.0	1024800.0
1049200	1.5	860.0	195718.31646348722	-79.7189695815289	217.88591515634607	1220.0	0.05548850267166412	17.021751387259222	-0.011458326866926605	0.0069121952375521545	-0.0002522580448733906	0.08166799508035183	0.6071303337812424	0.6887983232736588	0.0009327592852059752	11.929383039474487	-1.2876883447170258	3440.0	0.0	333.04063900525364	1220.0	1698.5459971427917	177.67473316192627	590.5172791472817	1061.2605979442596	459.61066603660583	689.8677257230368	1507.0	1049200.0
1073600	1.5	880.0	199824.28117635928	-85.90684301543095	205.29823564360203	1220.0	0.061909848963155	15.152518811589085	0.005845938579362553	-0.007183134500777122	-8.278560038690874e-05	0.08904002420604229	0.5838130414485931	0.6728530675172806	0.0009630258864490315	38.31138277053833	-1.2564522624015808	3520.0	0.0	333.04063900525364	1220.0	1745.622356891632	183.09900617599487	586.3494414426559	1091.2895243167877	471.2338263988495	687.0937317565783	1506.0	1073600.0
1098000	1.5	900.0	204170.25083382596	-80.3468939811909	217.29848287333454	1220.0	0.055369590211734813	17.06045513748563	0.0034154761696356672	-0.006739114539346613	-0.00018402849095411344	0.07754511758685112	0.5561477839946747	0.6336929053068161	0.0009722801623865962	16.99728751182556	-1.3796948194503784	3600.0	0.0	333.04063900525364	1220.0	1787.5880100727081	187.57267546653748	585.3731079268423	1115.1110394001007	484.90429520606995	686.2434229546074	1505.0	1098000.0
1122400	1.5	920.0	208746.9626105199	-74.08661588352292	228.83558883469723	1220.0	0.053462601332276316	17.704664103134135	0.0045287941242033725	-0.007584728492637638	-0.00016337820270967418	0.061462278477847576	0.5596094876527786	0.6210717707872391	0.0009719381341710687	18.26796007156372	-1.5031282007694244	3680.0	0.0	333.04063900525364	1220.0	1838.3861119747162	191.40346360206604	586.4052712930554	1149.8061745166779	497.1764738559723	681.4886611641115	1504.0	1122400.0
1146800	1.5	940.0	213583.84812849024	-67.12724332233016	241.84427589851686	1220.0	0.05096209113857797	18.622428704520065	0.004473953477992509	-0.006317957065633095	-9.397427545529413e-05	0.060625337064266205	0.5850096940994263	0.6456350386142731	0.0005828728862979915	46.67676329612732	-1.622666448354721	3760.0	0.0	333.04063900525364	1220.0	1877.5783541202545	195.34021139144897	587.0783039657349	1176.1492874622345	506.08885526657104	681.710853458443	1503.0	1146800.0
1171200	1.5	960.0	218544.36157223576	-63.68484701942708	248.02567218727614	1220.0	0.05162081012837836	18.37203227754563	0.005178159360285761	-0.007243612851856263	-0.00010662038220288217	0.051055291667580605	0.5898993164300919	0.6409545987844467	0.0009722801623865962	30.5980167388916	-1.6913148164749146	3840.0	0.0	333.04063900525364	1220.0	1923.0505352020264	199.32281756401062	587.589526534703	1207.2705705165863	516.4571471214294	679.4576591277817	1502.0	1171200.0
1195600	1.5	980.0	223781.0172295874	-57.42260776786568	261.832782867581	1220.0	0.047721021437762044	19.95512564214922	-0.0023120865397743273	-0.007441432796968517	-0.0004654478788246874	0.046763298101723194	0.6160022616386414	0.6627655774354935	0.0009722337272251025	6.3387874364852905	-1.8147569298744202	3920.0	0.0	333.04063900525364	1220.0	1961.7613620758057	203.5479245185852	587.3800987299353	1231.5648384094238	526.6485991477966	680.0084531609033	1501.0	1195600.0
1220000	1.5	1000.0	229203.8041758681	-52.73322887843477	271.13934731403634	1220.0	0.04738164546122771	20.105218914744057	-0.0020956963177418686	-0.007370566967875192	-0.00044852715022880574	0.04193851072341204	0.6409121602773666	0.6828506737947464	0.0009708969591883942	7.753755331039429	-1.9381794929504395	4000.0	0.0	333.04063900525364	1220.0	1996.4154770374298	207.3642566204071	588.3366882428944	1253.8586082458496	535.1926121711731	681.9256967475875	1500.0	1220000.0
1244400	1.5	1020.0	234807.7026692077	-47.547994962717496	280.19492466698	1220.0	0.04614196310326179	20.67224653537356	-0.008915140914394826	0.008075938117919401	-3.872246410335789e-05	0.03939127083867788	0.6610590219497681	0.7004503011703491	0.0009227323607774451	99.02114677429199	-1.9691442847251892	4080.0	0.0	333.04063900525364	1220.0	2041.6127469539642	213.1269235610962	583.877428157627	1280.5315163135529	547.9543070793152	680.5631107879957	1499.0	1244400.0
1268800	1.5	1040.0	240211.3835934855	-53.08075307433461	270.1840462138894	1220.0	0.049018437887085	19.40048690053161	0.004762820583142258	-0.007752719110290185	-0.00014656015652736443	0.04338700324296951	0.6646981537342072	0.7080851495265961	0.0009722140821395442	20.658944606781006	-1.938801795244217	4160.0	0.0	333.04063900525364	1220.0	2081.032329082489	217.46054363250732	583.4621668858608	1306.5673882961273	557.0043971538544	680.8431045727777	1498.0	1268800.0
1293200	1.5	1060.0	245799.05422651352	-47.93228290579341	279.38353165140205	1220.0	0.04562178770762961	20.919351481984208	-0.008351621118023012	-0.009431511270431958	-0.000811298245983999	0.04151338990777731	0.659592017531395	0.7011054009199142	0.0009722801623865962	3.7384778261184692	-2.0622441172599792	4240.0	0.0	333.04063900525364	1220.0	2120.7497231960297	223.00079464912415	579.9082474278883	1330.7931020259857	566.9558265209198	681.4389303806353	1497.0	1293200.0
1317600	1.5	1080.0	251631.34216119145	-41.16398933873883	291.6143967338975	1220.0	0.04351782443936739	21.979089898974205	-0.016520564121147885	0.00870407584764532	-0.00034015656233643554	0.03210807405412197	0.6696004271507263	0.7017084956169128	0.0009327427978860214	10.678422331809998	-2.093107223510742	4320.0	0.0	333.04063900525364	1220.0	2170.1360380649567	227.59845662117004	578.9142947454608	1361.0729870796204	581.4645943641663	678.2880354987504	1496.0	1317600.0
1342000	1.5	1100.0	257265.7647055622	-46.40864987790018	281.72112721853773	1220.0	0.046725804916892134	20.40145047856594	0.004936483357345978	-0.008865350368814418	-0.00018357947469921365	0.03604040015488863	0.672280564904213	0.7083209604024887	0.0009722801623865962	16.023773908615112	-2.0622670650482178	4400.0	0.0	333.04063900525364	1220.0	2205.5589911937714	231.59602761268616	579.4572617818463	1384.1195921897888	589.8433713912964	679.8506480412362	1495.0	1342000.0
1366400	1.5	1120.0	263102.75702924456	-41.10479835845185	291.8496161841189	1220.0	0.043354044686321334	22.065898631495177	-0.005623768470326418	0.0054643884597376235	-6.909768343180134e-06	0.032059550285339355	0.6642982065677643	0.6963577568531036	0.0003606646532716695	265.70470428466797	-2.111532747745514	4480.0	0.0	333.04063900525364	1220.0	2247.4868290424347	235.70384550094604	579.7105249156895	1413.0089251995087	598.77405834198	679.1985075818795	1494.0	1366400.0
1390800	1.5	1140.0	268857.16959034	-43.102715223791364	287.72062805477253	1220.0	0.045475814405097646	20.98971064249713	-0.0007364992033709328	-0.01037103849432608	-0.0005051243336410827	0.03435217961668968	0.6613836139440536	0.6957357823848724	0.0009722801623865962	5.9983811378479	-2.141578495502472	4560.0	0.0	333.04063900525364	1220.0	2305.5765419006348	246.91095638275146	563.27998577918	1446.817223072052	611.8483624458313	675.5832563500724	1493.0	1390800.0
1415200	1.5	1160.0	274792.3309059841	-38.2419945286725	296.7580657822053	1220.0	0.0425659516123687	22.492955334503144	-0.019848372637920164	-0.009749355985645636	-0.0012598555416720725	0.02792026847600937	0.6362307369709015	0.6641509979963303	0.0009722801623865962	2.3995237946510315	-2.265021502971649	4640.0	0.0	333.04063900525364	1220.0	2355.1207830905914	251.76247930526733	562.1171208296055	1477.885814189911	625.4724895954132	672.8287793159753	1492.0	1415200.0
1439600	1.5	1180.0	280867.643717892	-32.41847662713694	303.76564059539425	1220.0	0.042031852352659514	22.79148060403591	-0.015424501694067061	-0.010106228878645318	-0.0010731038284015337	0.024077623151242733	0.628705158829689	0.6527827829122543	0.0009722355607664213	2.7737820744514465	-2.388463079929352	4720.0	0.0	333.04063900525364	1220.0	2402.1756772994995	259.7314124107361	554.2648794915242	1505.5167660713196	636.9274988174438	671.9428008432903	1491.0	1439600.0
1464000	1.5	1200.0	287057.07622600184	-27.788106133194777	309.47162540549255	1220.0	0.0414927314583705	23.10060665693451	0.008973161590009937	-0.00938653016401858	-1.7151790219216423e-05	0.021532488986849785	0.6222864836454391	0.6438189595937729	0.0005189014336792752	162.42461395263672	-2.5045820474624634	4800.0	0.0	333.04063900525364	1220.0	2460.6295890808105	265.2873492240906	551.85443417558	1545.6681571006775	649.6740827560425	666.8664108132629	1490.0	1464000.0
1488400	1.5	1220.0	293328.5431333045	-23.918891939028438	313.5733453651332	1220.0	0.041150057117469746	23.301302842553344	0.003034352486796621	-0.010392621645292088	-0.00030279318355064255	0.018495673779398203	0.6154180467128754	0.6339137107133865	0.0008935782971093431	9.989170789718628	-2.5925883650779724	4880.0	0.0	333.04063900525364	1220.0	2525.2201120853424	272.94592022895813	545.3094879569804	1589.7531051635742	662.5210866928101	660.8431626050029	1489.0	1488400.0
1512800	1.5	1240.0	299702.61979326484	-18.91002330246672	318.7038329980166	1220.0	0.04029121538313577	23.819305908020795	0.002580765106021232	-0.010530584064754933	-0.00032030787166081875	0.01381766377016902	0.6098146289587021	0.6236322820186615	0.0009653994347900152	9.217366814613342	-2.713248074054718	4960.0	0.0	333.04063900525364	1220.0	2576.543725013733	278.07204413414	544.0316752122827	1621.9836061000824	676.4880747795105	658.1764798690374	1488.0	1512800.0
1537200	1.5	1260.0	306150.5779711798	-14.506815441251907	322.39790889574715	1220.0	0.039966719738308544	24.02081748383991	-0.005259676588676321	0.0022624249665099683	-0.00011979031744557833	0.01140651828609407	0.6018941700458527	0.6133006811141968	0.000626037442998495	53.60095024108887	-2.7810193300247192	5040.0	0.0	333.04063900525364	1220.0	2628.7547042369843	283.57020115852356	542.0879886954916	1657.4067678451538	687.7777352333069	655.4708160411938	1487.0	1537200.0
1561600	1.5	1280.0	312581.3567762103	-15.929656257366295	321.5389402515267	1220.0	0.04037389304358906	23.768480931981596	-0.0132300360396993	-0.010694744690764146	-0.0009659365044399487	0.011715739965438843	0.5928191095590591	0.604534849524498	0.0009459214634262025	3.154616594314575	-2.8186509013175964	5120.0	0.0	333.04063900525364	1220.0	2681.7012400627136	289.370667219162	539.6538685164256	1690.6891295909882	701.6414432525635	652.7525993800532	1486.0	1561600.0
1586000	1.5	1300.0	319077.2137475693	-11.351246599201447	324.7928485679503	1220.0	0.03934186782714305	24.418213603729107	-0.010845785145647824	-0.011204759541470821	-0.0008675095888567297	0.008668981259688735	0.5816974490880966	0.5903664380311966	0.0009571962727932259	3.4979442954063416	-2.9382935166358948	5200.0	0.0	333.04063900525364	1220.0	2732.769854068756	294.1623201370239	539.1581081020929	1725.3427975177765	713.2647364139557	650.371155641808	1485.0	1586000.0
1610400	1.5	1320.0	325625.287416618	-8.088648913722304	327.40368345243587	1220.0	0.03899030724305643	24.647399846485808	0.0004006554754560909	-0.0035782573782060234	-0.0001238956734138652	0.006820845534093678	0.5678017437458038	0.5746225863695145	0.0006289034427027218	19.281285285949707	-3.027432084083557	5280.0	0.0	333.04063900525364	1220.0	2801.972074985504	301.6792502403259	533.8119869752763	1761.7860715389252	738.506753206253	644.0845584413205	1484.0	1610400.0
1634800	1.5	1340.0	332191.98126728006	-7.175916210565077	328.3346925331022	1220.0	0.03892658377828542	24.68938506640375	-0.005715578449699166	-0.010298159300029086	-0.0006233600791462068	0.005649270955473185	0.5555844902992249	0.5612337589263916	0.0008603255701018497	4.793576121330261	-3.0915699005126953	5360.0	0.0	333.04063900525364	1220.0	2851.5286781787872	306.50661730766296	533.3653199268557	1794.4900965690613	750.531964302063	642.3519957388627	1483.0	1634800.0
1659200	1.5	1360.0	338806.76124926354	-4.923768775334702	330.738999099175	1220.0	0.03828256798216891	25.12154964279762	-0.006116884700862357	-0.0012880178671856868	-0.00028347870461054026	0.0040268118609674275	0.5454036593437195	0.5494304746389389	0.0004772555148520041	8.062960743904114	-3.165525794029236	5440.0	0.0	333.04063900525364	1220.0	2898.8602550029755	311.37668633461	532.8594184527351	1825.2170805931091	762.2664880752563	641.240787029963	1482.0	1659200.0
1683600	1.5	1380.0	345427.9682502517	-4.312251622458625	331.0603500494083	1220.0	0.03832283661345597	25.09410180375005	-0.004840196547647224	-0.006472716712255355	-0.000433542916644436	0.003671016078442335	0.5386317074298859	0.5423027127981186	0.0005764755696873181	5.64265775680542	-3.2015971541404724	5520.0	0.0	333.04063900525364	1220.0	2941.9442851543427	316.15720534324646	532.5198893291533	1851.5761504173279	774.2109293937683	641.1791774530025	1481.0	1683600.0
1708000	1.5	1400.0	352061.96289364115	-3.3596884279192154	331.69973216947153	1220.0	0.03798962853026003	25.322973892820933	-0.029789436712983175	-0.00895494054735746	-0.0014718844815789223	0.0029439973295666277	0.5292085260152817	0.5321525037288666	0.0009630873973947018	2.1235607862472534	-3.294485867023468	5600.0	0.0	333.04063900525364	1220.0	3007.1632130146027	326.6555926799774	522.8748682938723	1890.8846642971039	789.6229560375214	637.1927417937276	1480.0	1708000.0
1732400	1.5	1420.0	358703.1754220541	-1.756017143352548	332.0606264206465	1220.0	0.03776656092128124	25.47845013170118	-0.021112645576234712	0.0066909113390458685	-0.0005446593144264877	0.0019775597320403904	0.5193600952625275	0.5213376581668854	0.000500776972330641	4.810073792934418	-3.3429131507873535	5680.0	0.0	333.04063900525364	1220.0	3066.4149470329285	335.66463971138	516.1103658370442	1926.473072528839	804.2772347927094	634.4043962405415	1479.0	1732400.0
1756800	1.5	1440.0	365344.4104650541	-2.5599445777467102	332.06175215	1220.0	0.03758294964471021	25.607810442061712	-0.010607138186555787	0.00261883710350741	-0.00030022391780284985	0.0024104516487568617	0.5115246921777725	0.5139351338148117	0.00041284678445663303	9.386646270751953	-3.2829217314720154	5760.0	0.0	333.04063900525364	1220.0	3124.6720519065857	340.4025754928589	516.0948025896633	1967.1830885410309	817.0863878726959	630.9734078839391	1478.0	1756800.0
1781200	1.5	1460.0	371972.6905135456	-3.8260599783948246	331.4140024245754	1220.0	0.03739678387044953	25.740267384067415	-0.012352148602243318	-0.006855168562672542	-0.0007182918902272628	0.003110982826910913	0.5062446296215057	0.5093556195497513	0.0007665233133593574	3.3612117171287537	-3.273371994495392	5840.0	0.0	333.04063900525364	1220.0	3187.271140098572	349.1179611682892	510.2000464368513	2004.4197585582733	833.7334203720093	627.5912143231625	1477.0	1781200.0
1805600	1.5	1480.0	378608.93308805896	-2.3847847834575737	331.81212872566925	1220.0	0.03708491449455702	25.965142393594324	-0.028607327279130956	0.0005012337078138529	-0.0010423120404556355	0.0020773085416294634	0.49583330005407333	0.49791060388088226	0.0008892490441212431	2.9360862374305725	-3.3385639786720276	5920.0	0.0	333.04063900525364	1220.0	3253.4616119861603	353.95053696632385	510.1277753314417	2051.5472135543823	847.9638614654541	622.7256779792253	1476.0	1805600.0
1830000	1.5	1500.0	385247.5230904747	-2.6548697973370183	331.9295001207879	1220.0	0.0368892746934256	26.10815022281313	-0.011254333485009482	-0.006546106568888807	-0.000656645294371587	0.0020956608350388706	0.48816727846860886	0.4902629405260086	0.0006980018370086327	4.5265520215034485	-3.3712230920791626	6000.0	0.0	333.04063900525364	1220.0	3315.226363182068	359.547513961792	508.9730644596999	2087.251394510269	868.4274547100067	619.1471040511603	1475.0	1830000.0
1854400	1.5	1520.0	391887.71414738946	-1.735954597534232	332.00955284573774	1220.0	0.03666539151118692	26.27367576846661	-0.018798562241411076	0.0062577022426212325	-0.00045981554592888774	0.0015471645456273109	0.4790610820055008	0.4806082546710968	0.0008378253842238337	6.27595579624176	-3.3703686594963074	6080.0	0.0	333.04063900525364	1220.0	3373.047331094742	364.4353268146515	508.8419984441111	2128.042711496353	880.5692927837372	616.3639569881084	1474.0	1854400.0
1878800	1.5	1540.0	398531.1643619624	-2.3929594079531706	332.17251072864667	1220.0	0.03642264046667848	26.455450433772295	-0.0026712473750230004	-0.008229414879069585	-0.00039703090093068383	0.0019427271909080446	0.47405850887298584	0.47600124031305313	0.0008614576217951253	7.550400614738464	-3.357736825942993	6160.0	0.0	333.04063900525364	1220.0	3429.9908170700073	371.6276648044586	505.55977876097535	2162.4118485450745	895.9513037204742	614.315536272479	1473.0	1878800.0
1903200	1.5	1560.0	405177.27581867087	-1.266481968000773	332.30557283542197	1220.0	0.03619972827490138	26.624516747915404	-0.00036879179730142653	-0.006700370662280797	-0.0002559017831448296	0.0011506412411108613	0.46822719275951385	0.469377838075161	0.0008983109437394887	13.529453039169312	-3.471275508403778	6240.0	0.0	333.04063900525364	1220.0	3482.6047620773315	377.7426359653473	503.8351032671336	2195.9055144786835	908.9566116333008	612.9740782993326	1472.0	1903200.0
1927600	1.5	1580.0	411838.53615174966	-0.6935366346242069	333.06301665393954	1220.0	0.03585436279588184	26.89060861834248	-0.012427597005210345	-0.0050581630112480624	-0.0006269407561358409	0.0007338164141401649	0.4622742459177971	0.4630080610513687	0.0008664098422741517	4.39262318611145	-3.5752981305122375	6320.0	0.0	333.04063900525364	1220.0	3546.729679107666	382.7538068294525	503.61354102975656	2236.988712310791	926.9871599674225	609.2334701060903	1471.0	1927600.0
1952000	1.5	1600.0	418504.8006570525	-0.30714843344211573	333.3132252651415	1220.0	0.03569095639609371	27.01830214080359	-0.0023200722849168187	-0.000952494952648486	-0.00011680105068884172	0.00048521965072723106	0.459547258913517	0.46003248542547226	0.00045220365427667275	20.771461963653564	-3.6655760407447815	6400.0	0.0	333.04063900525364	1220.0	3615.6929490566254	391.35273003578186	498.78277323414255	2277.7154915332794	946.6247274875641	605.3951715407925	1470.0	1952000.0
1976400	1.5	1620.0	425174.0295838146	-0.2281887018596037	333.4614463381073	1220.0	0.03548427768604081	27.181495163797315	-0.006753833961489875	-0.0008776747949754693	-0.00027079856546580183	0.00039296436443692073	0.4561869725584984	0.45657993853092194	0.0007941655785543844	8.288028717041016	-3.6947705149650574	6480.0	0.0	333.04063900525364	1220.0	3671.2021420001984	396.87379717826843	497.99206046153694	2313.164231300354	961.1641135215759	603.6047066341124	1469.0	1976400.0
2000800	1.5	1640.0	431842.0156518918	-0.17483852972388902	333.3993034038611	1220.0	0.03529887398990143	27.32951556149036	-0.014193495875835183	-0.0015896467742946285	-0.000557127147257537	0.00033193347189808264	0.4523928686976433	0.45272480696439743	0.0009448945202166215	5.095040559768677	-3.745221197605133	6560.0	0.0	333.04063900525364	1220.0	3723.7376630306244	403.03992080688477	496.4272511751204	2344.1094970703125	976.5882451534271	602.5239739706461	1468.0	2000800.0
